region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
seasia,2028,13466208600285.36,349929391.25896585,0.0,1066584084150.3657,688213554830.9993,100041668922.02002,0.0,0.0,6115279786.893633,788255223753.0193,0.0,14316.766516730313,278328860397.34644,278328860397.34644
russia,2028,11621920347681.955,144182944.38226262,0.0,657224458605.3595,583001101249.1674,68496756454.43186,0.0,0.0,5010175678.56156,651497857703.5992,0.0,22301.31967664412,5726600901.760254,5726600901.760254
mena,2028,13913045676984.955,237203710.303062,0.0,1644863120067.5908,763984687712.2206,211247780343.86646,0.0,0.0,4538248709.290093,975232468056.087,0.0,22510.072830855686,669630652011.5038,669630652011.5038
ssa,2028,5261307815461.124,515085180.11237466,0.0,774562322828.6128,231516012941.9032,33020405525.85138,0.0,0.0,4550659962.498493,264536418467.75458,0.0,4153.888135378867,510025904360.8582,510025904360.8582
us,2029,41123775457562.47,167626574.21841264,0.0,1939135598401.615,2101818336529.5283,234409420253.96893,0.0,0.0,11778737838.583157,2336227756783.497,0.0,64853.46001565609,-397092158381.8821,-397092158381.8821
oecd-ex-us,2029,54308849345351.57,382339185.3860891,0.0,2273701447030.191,2816852668487.0615,299346669895.6634,0.0,0.0,11865179202.154358,3116199338382.725,0.0,44323.34507815357,-842497891352.5342,-842497891352.5342
china,2029,56283709973023.555,745732197.3768742,0.0,2404158470180.156,2855167020385.318,308300244880.00964,0.0,0.0,22285717115.008812,3163467265265.3276,0.0,26429.915961202536,-759308795085.1719,-759308795085.1719
india,2029,17687612359775.766,810822720.5591356,0.0,1870221153558.1516,937527538645.527,245212531802.47394,0.0,0.0,207707965511.39114,1182740070448.001,0.0,9532.379329332112,687481083110.1506,687481083110.1506
latam,2029,13551478990544.9,313778956.53254974,0.0,966849633673.1348,696475737019.1464,103654251324.66722,0.0,0.0,5084313583.88968,800129988343.8136,0.0,16433.209741931896,166719645329.32117,166719645329.32117
seasia,2029,13728000995295.521,351401209.18981016,0.0,1052511161620.5931,694813244129.3175,101515845446.63235,0.0,0.0,5610322965.522103,796329089575.9498,0.0,14864.373793171797,256182072044.6433,256182072044.6433
russia,2029,11625311828352.402,144580484.43629375,0.0,649632955701.6627,582817001206.4332,68549471586.48591,0.0,0.0,5124997761.696935,651366472792.9192,0.0,23000.90659669084,-1733517091.2564697,-1733517091.2564697
mena,2029,14714653616498.467,240546102.04304397,0.0,1638918506410.6448,781665206122.2277,224763863245.88354,0.0,0.0,169118502470.97452,1006429069368.1112,0.0,23212.963919281494,632489437042.5336,632489437042.5336
ssa,2029,5816851729490.243,537324605.7665892,0.0,787561354406.0685,244578863829.2382,36330536911.42218,0.0,0.0,48891960363.709045,280909400740.6604,0.0,4393.567717593679,506651953665.4081,506651953665.4081
us,2030,40725227399712.34,166967085.32349768,0.0,1912240952991.4062,2089366582343.9172,232975190495.7899,0.0,0.0,11552761998.170492,2322341772839.707,0.0,65840.10188919432,-410100819848.3008,-410100819848.3008
oecd-ex-us,2030,53461984791744.03,379152182.5222704,0.0,2226831612622.352,2790553879663.878,294720434206.3602,0.0,0.0,11578147640.332901,3085274313870.2383,0.0,45255.29305182552,-858442701247.8862,-858442701247.8862
china,2030,55465857171827.05,738222533.8167351,0.0,2293702293488.2036,2830978780015.4136,302698313294.2896,0.0,0.0,22121998625.02506,3133677093309.703,0.0,27195.727807779884,-839974799821.4995,-839974799821.4995
india,2030,18336818340165.754,819494038.9443158,0.0,1853533684669.2004,957297107917.9625,256615699647.03073,0.0,0.0,9585103285.785654,1213912807564.9932,0.0,9959.777508732528,639620877104.2073,639620877104.2073
latam,2030,13891723626357.408,314254430.75156206,0.0,950911364031.2926,698414608582.2675,106604061554.19305,0.0,0.0,194351941917.68445,805018670136.4604,0.0,17030.323695723804,145892693894.83215,145892693894.83215
seasia,2030,14145363904886.969,352585886.67077214,0.0,1036078370052.259,699116785503.351,104822982792.94463,0.0,0.0,185224307835.47845,803939768296.2955,0.0,15427.68486150673,232138601755.9635,232138601755.9635
russia,2030,11786500555665.244,144604817.04712182,0.0,640366400385.6783,580786459832.3507,70349651313.84557,0.0,0.0,171958438073.36234,651136111146.1963,0.0,23716.746981368073,-10769710760.517944,-10769710760.517944
mena,2030,15311368942825.523,243648873.56748834,0.0,1628384399447.7568,800581975899.5359,235630968435.0755,0.0,0.0,4543871213.912819,1036212944334.6113,0.0,23932.10930710392,592171455113.1455,592171455113.1455
